case,document_nr,document_name,document_href,text,log,,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","601.The Committee understands that the purpose of the strike, at least from a certain time, was to preserve the rights and entitlements of the workers in relation to the enterprise鈥檚 request to the judicial authority that insolvency and foreseeable bankruptcy be declared, particularly in view of the fact that the legislation provides in the context of strikes for suspension of the execution of any ruling and prohibits the seizure of property except in order to secure workers鈥?rights and","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","entitlements (benefits, wages, pensions, etc.). The Committee notes that the complainant and the Government agree that, in the event of bankruptcy, the law gives preference to debts owed to workers over any other debts. The Committee notes that the Government emphasizes that if any illegal action is committed by the receiver, an appeal can be made to the judge presiding over the insolvency and bankruptcy proceedings. The Committee also observes that the document drawn up by the representatives","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']",of the Local Conciliation and Arbitration Board declaring the non existence of the strike was declared null and void by the judicial authority further to an appeal from the complainant trade union.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']",602.Hence the Committee concludes that the complainant trade union has been able to exercise its trade union rights and has legal remedies available for defending the interests of its members during the bankruptcy proceedings.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']",603.As regards the additional information from the complainant organization regarding assaults against workers acting as 鈥渟trike guards鈥? the Committee observes that the allegations show that the entry of the police and other officials into the CONFITALIA premises was carried out by judicial order. The Committee observes that the Government has not replied to these allegations and requests it to carry out an investigation into these allegations of assault. The Committee also requests the,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']",Government to indicate why the Conciliation and Arbitration Board did not conduct the proceedings to determine the circumstances of the strike. The Committee requests the Government to keep it informed on these two matters.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']","604.In the light of its foregoing conclusions, the Committee invites the Governing Body to approve the following recommendations:(a) The Committee requests the Government to carry out an investigation into the allegations of assaults against the workers acting as 鈥渟trike guards鈥?at the CONFITALIA S.A. de C.V. enterprise and indicate why the Conciliation and Arbitration Board did not conduct the proceedings to determine the circumstances of the strike.(b) The Committee requests the Government to","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2338 (Mexico),19-Apr-04,The Progressive Trade Union of Mexican In-Bond Industry Workers (SPTIMRM) ,"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908641', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908637', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908635', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908631', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628']",keep it informed on these two matters.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908628, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","94.At its meeting in November 2004, the Committee requested the Government to take steps to register the amendments to the trade union by-laws requested by the complainant (the National Trade Union of Electrical and Allied Workers of the Mexican Republic), and to keep it informed in this regard [see 335th Report, para. 1042]. The purpose of these amendments was to enable the union to extend its coverage to workers in the cable television sector, radio broadcasting, and the manufacturing of","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","radios, televisions, light bulbs and electronics in general, rather than being restricted to the electrical industry as such. The Government had stated that, as was clear from the administrative decisions and the ruling handed down in this case, the sectors to which the complainant organization wished to extend its coverage fell within the remit of local government, according to section 527 of the Federal Labour Act, while the complainant organization belongs to the electrical industry, which","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","falls within the federal remit, and different jurisdictions cannot be combined. The Committee had noted that the last judicial decision denied the complainant organization constitutional protection (amparo) and the protection of the justice system [see 335th Report, paras. 1039 and 1040].","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","95.In its communication of 9 February 2005, the Government reiterates that the National Trade Union of Electrical and Allied Workers of the Mexican Republic had gone through all the available administrative and judicial means provided for in national legislation regarding the request to register the amendments to its by-laws, without obtaining a favourable ruling. The collegiate circuit labour court accordingly ordered the case to be filed as definitively closed on 20 February 2004. The national","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","tribunals ruled in accordance with the applicable legislation, with full autonomy, in accordance with law and with due regard to the procedural safeguards protecting the union. The union was able to make use of all the available legal means of defence. The Government adds that, given that the matter is now deemed to be res judicata, the Government cannot now take steps to register the amendments as requested by the Committee in its recommendation, as this would invalidate the rulings handed down","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","by the competent judicial bodies. The union appears to be demanding that the Committee on Freedom of Association assume the role of a higher judicial or review body to re-examine previous rulings, which would be outside its remit.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","96.The Government states that the trade union in question has the right to apply again for registration of the amendments to its by-laws, provided that the legal requirements are met; this does not imply any interference by the authorities with the union鈥檚 right to organize its administration and activities.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","97.The Committee takes note of the Government鈥檚 information. It had already noted in its previous examination of the case that the legislation in force prevented the complainant from extending its coverage, and this was confirmed by the administrative and judicial authorities. The Committee therefore reiterates its previous recommendations, and requests the Government to take steps 鈥?including steps to amend legislation 鈥?with a view to ensuring that, in situations like the one described by the","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","complainant, trade unions can amend their by-laws in order to broaden their coverage.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']",1020.The complaint is contained in a communication from the National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES) dated 8 October 2003. The Government sent its observations in a communication dated 22 April 2004.,"Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","1021.Mexico has ratified the Freedom of Association and Protection of the Right to Organise Convention, 1948 (No. 87); it has not ratified the Right to Organise and Collective Bargaining Convention, 1949 (No. 98).","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","1022.In its communication of 8 October 2003, the National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES) states that it is a national industry-wide trade union with legally approved by-laws and is registered with the Secretariat of Labour and Social Security of the Federal Government of the United Mexican States.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","1023.The complainant organization states that on 11 November 2001 it held its ninth extraordinary congress to adopt comprehensive amendments to its by-laws and elect its executive committee. The amendments to the by-laws were adopted by an absolute majority of votes of the members of the trade union, with section 3bis amended to read as follows:Section 3bis. The following persons may be members of the trade union: permanent, casual and temporary workers providing services in any enterprise,","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","company, factory or workplace engaged in manufacturing electrical parts or auto parts, fuses, connectors, switches, cables, conductors, cable television, radio broadcasting, assembly of electrical parts, the manufacturing of radios, televisions, light bulbs and electronics in general, electrical parts repair shops, and anything containing electricity for use in the home, industry and the State and in work in the electrical industry in general, such as electrical and electricity installations,","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355, response status: 200",,,
Case No 2308 (Mexico),8-Oct-03,The National Trade Union of Electrical and Allied Workers of the Mexican Republic (SNIPES),"['f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908357', 'f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355']","including the generation, distribution, sale, transformation and transmission of electrical energy and any infrastructure works in general, and allied workers, in the Mexican Republic.","Scraping https://www.ilo.org/dyn/normlex/en/f?p=1000:50032:0::NO:50032:P50032_COMPLAINT_TEXT_ID:2908355, response status: 200",,,
